area,cuartos,titulo,oferta,garajes,tocadores,precio,vlradmin,vlrarriendo,tipoinmueble,nombrecontructor,nombreproyecto,barrio,comuna,ciudad,zona,propid,contactnumber,estadoinmueble,idempresa,descripcion,link
80.0,3,"Casa en Venta, San Esteban, Girardota",venta,0,5,400000000,,,Casa,,,SAN ESTEBAN,San Esteban,Girardota,,2895-2378359,3158356668,Usado,3003.0,/inmueble/venta-casa-girardota-san-esteban-3-habitaciones-5-banos/2895-2378359,https://www.metrocuadrado.com/inmueble/venta-casa-girardota-san-esteban-3-habitaciones-5-banos/2895-2378359
713.0,3,"Casa en Venta, Vereda El Paraiso, Girardota",venta,4,2,1000000000,182000.0,,Casa,,,VEREDA EL PARAISO,Vereda El Paraiso,Girardota,,16215-M4508482,3117932203,Usado,6799.0,/inmueble/venta-casa-girardota-vereda-el-paraiso-3-habitaciones-2-banos-4-garajes/16215-M4508482,https://www.metrocuadrado.com/inmueble/venta-casa-girardota-vereda-el-paraiso-3-habitaciones-2-banos-4-garajes/16215-M4508482
229.3,4,"Casa en Venta, Vereda El Barro, Girardota",venta,1,3,690000000,,,Casa,,,VEREDA EL BARRO,Vereda El Barro,Girardota,,16215-M4515331,3147211448,Usado,6799.0,/inmueble/venta-casa-girardota-vereda-el-barro-4-habitaciones-3-banos-1-garajes/16215-M4515331,https://www.metrocuadrado.com/inmueble/venta-casa-girardota-vereda-el-barro-4-habitaciones-3-banos-1-garajes/16215-M4515331
707.0,3,"Casa en Venta, Girardota, Girardota",venta,1,2,430000000,,,Casa,,,GIRARDOTA,Girardota,Girardota,,5136-M3920676,3168859166,Usado,3664.0,/inmueble/venta-casa-girardota-girardota-3-habitaciones-2-banos-1-garajes/5136-M3920676,https://www.metrocuadrado.com/inmueble/venta-casa-girardota-girardota-3-habitaciones-2-banos-1-garajes/5136-M3920676
40.0,2,"Apartamento en Venta, Girardota, Girardota",venta,0,1,130000000,,,Apartamento,,,EL SALADO,Girardota,Girardota,,2895-M3374150,3158356668,Usado,3003.0,/inmueble/venta-apartamento-girardota-el-salado-2-habitaciones-1-banos/2895-M3374150,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-el-salado-2-habitaciones-1-banos/2895-M3374150
100.0,3,"Apartamento en Venta, Parque, Girardota",venta,0,2,280000000,100000.0,,Apartamento,,,CENTRO,Parque,Girardota,,727-V669,3117293638,Usado,4575.0,/inmueble/venta-apartamento-girardota-centro-3-habitaciones-2-banos/727-V669,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-centro-3-habitaciones-2-banos/727-V669
203.0,5,"Casa en Venta, Girardota, Girardota",venta,0,4,950000000,,,Casa,,,CENTRO,Girardota,Girardota,,2895-M4132261,3158356668,Usado,3003.0,/inmueble/venta-casa-girardota-centro-5-habitaciones-4-banos/2895-M4132261,https://www.metrocuadrado.com/inmueble/venta-casa-girardota-centro-5-habitaciones-4-banos/2895-M4132261
63.0,3,"Casa en Venta, Girardota, Girardota",venta,1,2,405000000,,,Casa,,,GIRARDOTA,Girardota,Girardota,,12782-M4362091,3164826325,Usado,5739.0,/inmueble/venta-casa-girardota-girardota-3-habitaciones-2-banos-1-garajes/12782-M4362091,https://www.metrocuadrado.com/inmueble/venta-casa-girardota-girardota-3-habitaciones-2-banos-1-garajes/12782-M4362091
48.0,3,"Apartamento en Venta, Altos Del Progreso, Girardota",venta,0,1,198000000,25000.0,,Apartamento,,,ALTOS DEL PROGRESO,Altos Del Progreso,Girardota,,10310-M4546882,3206729266,Usado,4867.0,/inmueble/venta-apartamento-girardota-altos-del-progreso-3-habitaciones-1-banos/10310-M4546882,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-altos-del-progreso-3-habitaciones-1-banos/10310-M4546882
48.0,3,"Apartamento en Venta, Girardota Nueva, Girardota",venta,0,2,198000000,25000.0,,Apartamento,,,GIRARDOTA NUEVA,Girardota Nueva,Girardota,,10280-M4030268,6044489077,Usado,4840.0,/inmueble/venta-apartamento-girardota-girardota-nueva-3-habitaciones-2-banos/10280-M4030268,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-girardota-nueva-3-habitaciones-2-banos/10280-M4030268
400.0,5,"Casa en Venta, Girardota Vereda El Totumo Alto, Girardota",venta,4,4,3500000000,,,Casa,,,GIRARDOTA VEREDA EL TOTUMO ALTO,Girardota Vereda El Totumo Alto,Girardota,,12536-M3528639,6042059719,Usado,5667.0,/inmueble/venta-casa-girardota-girardota-vereda-el-totumo-alto-5-habitaciones-4-banos-4-garajes/12536-M3528639,https://www.metrocuadrado.com/inmueble/venta-casa-girardota-girardota-vereda-el-totumo-alto-5-habitaciones-4-banos-4-garajes/12536-M3528639
380.0,4,"Casa en Venta, Popalito, Barbosa",venta,3,5,980000000,172700.0,,Casa,,,POPALITO,Popalito,Barbosa,,11967-M3568211,3155891836,Usado,5512.0,/inmueble/venta-casa-barbosa-popalito-4-habitaciones-5-banos-3-garajes/11967-M3568211,https://www.metrocuadrado.com/inmueble/venta-casa-barbosa-popalito-4-habitaciones-5-banos-3-garajes/11967-M3568211
16000.0,4,"Casa en Venta, Barbosa, Barbosa",venta,1,3,1950000000,,,Casa,,,BARBOSA,Barbosa,Barbosa,,98-M3190362,3217591989,Usado,3988.0,/inmueble/venta-casa-barbosa-barbosa-4-habitaciones-3-banos-1-garajes/98-M3190362,https://www.metrocuadrado.com/inmueble/venta-casa-barbosa-barbosa-4-habitaciones-3-banos-1-garajes/98-M3190362
28295.0,5,"Casa en Venta, Barbosa, Barbosa",venta,4,5,2500000000,,,Casa,,,BARBOSA,Barbosa,Barbosa,,2671-M4569895,3208626266,Usado,3383.0,/inmueble/venta-casa-barbosa-barbosa-5-habitaciones-5-banos-4-garajes/2671-M4569895,https://www.metrocuadrado.com/inmueble/venta-casa-barbosa-barbosa-5-habitaciones-5-banos-4-garajes/2671-M4569895
28295.0,4,"Casa en Venta, Barbosa, Barbosa",venta,4,4,1700000000,120000.0,,Casa,,,BARBOSA,Barbosa,Barbosa,,2671-M4571210,3208626266,Usado,3383.0,/inmueble/venta-casa-barbosa-barbosa-4-habitaciones-4-banos-4-garajes/2671-M4571210,https://www.metrocuadrado.com/inmueble/venta-casa-barbosa-barbosa-4-habitaciones-4-banos-4-garajes/2671-M4571210
3600.0,3,"Casa en Venta, Vereda La Lomita, Barbosa",venta,4,3,850000000,,,Casa,,,VEREDA LA LOMITA,Vereda La Lomita,Barbosa,,98-M3795999,3217591989,Usado,3988.0,/inmueble/venta-casa-barbosa-vereda-la-lomita-3-habitaciones-3-banos-4-garajes/98-M3795999,https://www.metrocuadrado.com/inmueble/venta-casa-barbosa-vereda-la-lomita-3-habitaciones-3-banos-4-garajes/98-M3795999
186.0,3,"Apartamento en Venta, Barbosa, Barbosa",venta,0,3,385000000,,,Apartamento,,,BARBOSA,Barbosa,Barbosa,,10278-M4069590,3138300494,Usado,4838.0,/inmueble/venta-apartamento-barbosa-barbosa-3-habitaciones-3-banos/10278-M4069590,https://www.metrocuadrado.com/inmueble/venta-apartamento-barbosa-barbosa-3-habitaciones-3-banos/10278-M4069590
330.0,4,"Casa en Venta, VEREDA NARANJAL  QUEBRADA MANA, Barbosa",venta,3,4,780000000,170000.0,0.0,Casa,,,VEREDA NARANJAL  QUEBRADA MANA,VEREDA NARANJAL  QUEBRADA MANA,Barbosa,,5483-M3062936,3106996977,Usado,3827.0,"/inmueble/venta-casa-barbosa-vereda-naranjal,-quebrada-mana-4-habitaciones-4-banos-3-garajes/5483-M3062936","https://www.metrocuadrado.com/inmueble/venta-casa-barbosa-vereda-naranjal,-quebrada-mana-4-habitaciones-4-banos-3-garajes/5483-M3062936"
230.0,4,"Casa en Venta, Sector Popalito, Barbosa",venta,2,4,990000000,116000.0,,Casa,,,SECTOR POPALITO,Sector Popalito,Barbosa,,11976-M4440832,3137674953,Usado,5517.0,/inmueble/venta-casa-barbosa-sector-popalito-4-habitaciones-4-banos-2-garajes/11976-M4440832,https://www.metrocuadrado.com/inmueble/venta-casa-barbosa-sector-popalito-4-habitaciones-4-banos-2-garajes/11976-M4440832
150.0,5,"Casa en Venta, Santa Marta, Barbosa",venta,0,3,220000000,,,Casa,,,EL PORTON,Santa Marta,Barbosa,,2895-M3166282,3158356668,Usado,3003.0,/inmueble/venta-casa-barbosa-el-porton-5-habitaciones-3-banos/2895-M3166282,https://www.metrocuadrado.com/inmueble/venta-casa-barbosa-el-porton-5-habitaciones-3-banos/2895-M3166282
194.0,5,"Casa en Venta, Vereda La Isaza, Barbosa",venta,4,3,1250000000,,,Casa,,,VEREDA LA ISAZA,Vereda La Isaza,Barbosa,,11976-M4455115,3137674953,Usado,5517.0,/inmueble/venta-casa-barbosa-vereda-la-isaza-5-habitaciones-3-banos-4-garajes/11976-M4455115,https://www.metrocuadrado.com/inmueble/venta-casa-barbosa-vereda-la-isaza-5-habitaciones-3-banos-4-garajes/11976-M4455115
460.0,3,"Casa en Venta, RIONEGRO, Rionegro",venta,3,4,3800000000,960000.0,0.0,Casa,,,RIONEGRO,RIONEGRO,Rionegro,,687-M4354176,3044865460,Usado,2669.0,/inmueble/venta-casa-rionegro-rionegro-3-habitaciones-4-banos-3-garajes/687-M4354176,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-rionegro-3-habitaciones-4-banos-3-garajes/687-M4354176
75.0,3,"Apartamento en Venta, BARRO BLANCO, Rionegro",venta,1,2,440000000,261000.0,0.0,Apartamento,,,BARRO BLANCO,BARRO BLANCO,Rionegro,,14633-M4043068,3168644353,Usado,6150.0,/inmueble/venta-apartamento-rionegro-barro-blanco-3-habitaciones-2-banos-1-garajes/14633-M4043068,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-barro-blanco-3-habitaciones-2-banos-1-garajes/14633-M4043068
3446.0,3,"Casa en Venta, Llanogrande  Rionegro  Oriente Antioqueño, Rionegro",venta,3,5,8500000000,1080000.0,,Casa,,,LLANOGRANDE  RIONEGRO  ORIENTE ANTIOQUEÑO,Llanogrande  Rionegro  Oriente Antioqueño,Rionegro,,2671-M3994692,3208626266,Usado,3383.0,"/inmueble/venta-casa-rionegro-llanogrande,-rionegro,-oriente-antioqueno-3-habitaciones-5-banos-3-garajes/2671-M3994692","https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-llanogrande,-rionegro,-oriente-antioqueno-3-habitaciones-5-banos-3-garajes/2671-M3994692"
48.0,2,"Apartamento en Venta, Fontibon, Rionegro",venta,1,2,205000000,130000.0,,Apartamento,,,EL HOSPITAL,Fontibon,Rionegro,,3267-M3672318,3216199641,Usado,2969.0,/inmueble/venta-apartamento-rionegro-el-hospital-2-habitaciones-2-banos-1-garajes/3267-M3672318,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-el-hospital-2-habitaciones-2-banos-1-garajes/3267-M3672318
89.0,3,"Apartamento en Venta, La Catolica, Rionegro",venta,1,2,450000000,300000.0,,Apartamento,,,URBANIZACION RIOGRANDE,La Catolica,Rionegro,,10159-M3499763,6017498752,Usado,4555.0,/inmueble/venta-apartamento-rionegro-urbanizacion-riogrande-3-habitaciones-2-banos-1-garajes/10159-M3499763,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-urbanizacion-riogrande-3-habitaciones-2-banos-1-garajes/10159-M3499763
10000.0,5,"Casa en Venta, Cabeceras, Rionegro",venta,4,5,2700000000,,,Casa,,,CABECERAS,Cabeceras,Rionegro,,11704-M4337318,3122882976,Usado,5440.0,/inmueble/venta-casa-rionegro-cabeceras-5-habitaciones-5-banos-4-garajes/11704-M4337318,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-cabeceras-5-habitaciones-5-banos-4-garajes/11704-M4337318
760.0,5,"Casa en Venta, Llano Grande, Rionegro",venta,3,5,5950000000,,,Casa,,,LLANO GRANDE,Llano Grande,Rionegro,,771-M4371283,3102232999,Usado,2270.0,/inmueble/venta-casa-rionegro-llano-grande-5-habitaciones-5-banos-3-garajes/771-M4371283,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-llano-grande-5-habitaciones-5-banos-3-garajes/771-M4371283
1300.0,4,"Casa en Venta, San Antonio De Pereira, Rionegro",venta,4,3,2200000000,200000.0,0.0,Casa,,,SAN ANTONIO DE PEREIRA,San Antonio De Pereira,Rionegro,,11704-103807,3164824419,Usado,5440.0,/inmueble/venta-casa-rionegro-san-antonio-de-pereira-4-habitaciones-3-banos-4-garajes/11704-103807,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-san-antonio-de-pereira-4-habitaciones-3-banos-4-garajes/11704-103807
56.2,2,"Apartamento en Venta, Fontibon, Rionegro",venta,1,2,280000000,145000.0,,Apartamento,,,FONTIBON,Fontibon,Rionegro,,10159-M4579741,6017498752,Usado,4555.0,/inmueble/venta-apartamento-rionegro-fontibon-2-habitaciones-2-banos-1-garajes/10159-M4579741,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-fontibon-2-habitaciones-2-banos-1-garajes/10159-M4579741
2900.0,4,"Casa en Venta, Quirama, Rionegro",venta,2,5,2800000000,422000.0,,Casa,,,QUIRAMA,Quirama,Rionegro,,15853-M4440707,3113688675,Usado,6445.0,/inmueble/venta-casa-rionegro-quirama-4-habitaciones-5-banos-2-garajes/15853-M4440707,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-quirama-4-habitaciones-5-banos-2-garajes/15853-M4440707
1795.0,4,"Casa en Venta, Rionegro, Rionegro",venta,2,4,1950000000,495000.0,0.0,Casa,,,Rionegro,Rionegro,Rionegro,,11704-115021,3164824419,Usado,5440.0,/inmueble/venta-casa-rionegro-rionegro-4-habitaciones-4-banos-2-garajes/11704-115021,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-rionegro-4-habitaciones-4-banos-2-garajes/11704-115021
860.0,5,"Casa en Venta, Rionegro, Rionegro",venta,2,5,2300000000,240000.0,0.0,Casa,,,Rionegro,Rionegro,Rionegro,,11704-115222,3164824419,Usado,5440.0,/inmueble/venta-casa-rionegro-rionegro-5-habitaciones-5-banos-2-garajes/11704-115222,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-rionegro-5-habitaciones-5-banos-2-garajes/11704-115222
1578.0,3,"Casa en Venta, Rionegro, Rionegro",venta,0,4,1970000000,410000.0,0.0,Casa,,,Rionegro,Rionegro,Rionegro,,11704-115312,3164824419,Usado,5440.0,/inmueble/venta-casa-rionegro-rionegro-3-habitaciones-4-banos/11704-115312,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-rionegro-3-habitaciones-4-banos/11704-115312
650.0,4,"Casa en Venta, Sajonia, Rionegro",venta,3,5,4780000000,,,Casa,,,SAJONIA,Sajonia,Rionegro,,771-M4371286,3102232999,Usado,2270.0,/inmueble/venta-casa-rionegro-sajonia-4-habitaciones-5-banos-3-garajes/771-M4371286,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-sajonia-4-habitaciones-5-banos-3-garajes/771-M4371286
2517.0,5,"Casa en Venta, Llano Grande, Rionegro",venta,2,5,3500000000,200000.0,,Casa,,,LLANO GRANDE,Llano Grande,Rionegro,,11714-M3694549,3105080492,Usado,5447.0,/inmueble/venta-casa-rionegro-llano-grande-5-habitaciones-5-banos-2-garajes/11714-M3694549,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-llano-grande-5-habitaciones-5-banos-2-garajes/11714-M3694549
8000.0,4,"Casa en Venta, Rionegro, Rionegro",venta,4,5,3500000000,,,Casa,,,RIONEGRO,Rionegro,Rionegro,,14658-M3818939,3126517163,Usado,6157.0,/inmueble/venta-casa-rionegro-rionegro-4-habitaciones-5-banos-4-garajes/14658-M3818939,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-rionegro-4-habitaciones-5-banos-4-garajes/14658-M3818939
87.0,3,"Apartamento en Venta, Los Colegios, Rionegro",venta,1,2,570000000,260000.0,,Apartamento,,,EL FARO,Los Colegios,Rionegro,,14169-M4475241,3004792427,Usado,6018.0,/inmueble/venta-apartamento-rionegro-el-faro-3-habitaciones-2-banos-1-garajes/14169-M4475241,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-el-faro-3-habitaciones-2-banos-1-garajes/14169-M4475241
500.0,4,"Casa en Venta, Llanogrande, Rionegro",venta,4,5,2800000000,560000.0,,Casa,,,LLANOGRANDE,Llanogrande,Rionegro,,16065-M4448308,3167498300,Usado,6649.0,/inmueble/venta-casa-rionegro-llanogrande-4-habitaciones-5-banos-4-garajes/16065-M4448308,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-llanogrande-4-habitaciones-5-banos-4-garajes/16065-M4448308
3446.0,4,"Casa en Venta, Llano Grande, Rionegro",venta,4,5,2000000,1082000.0,,Casa,,,LLANO GRANDE,Llano Grande,Rionegro,,13794-M4049138,3004384437,Usado,5932.0,/inmueble/venta-casa-rionegro-llano-grande-4-habitaciones-5-banos-4-garajes/13794-M4049138,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-llano-grande-4-habitaciones-5-banos-4-garajes/13794-M4049138
65.0,2,"Apartamento en Venta, Via Aeropuerto Rionegro, Rionegro",venta,1,2,430000000,690000.0,,Apartamento,,,VIA AEROPUERTO RIONEGRO,Via Aeropuerto Rionegro,Rionegro,,12782-M4424267,3164826325,Usado,5739.0,/inmueble/venta-apartamento-rionegro-via-aeropuerto-rionegro-2-habitaciones-2-banos-1-garajes/12782-M4424267,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-via-aeropuerto-rionegro-2-habitaciones-2-banos-1-garajes/12782-M4424267
223.0,5,"Casa en Venta, Los Colegios, Rionegro",venta,0,4,550000000,100000.0,,Casa,,,URBANIZACION MONTEVERDE,Los Colegios,Rionegro,,98-M3956701,3104475487,Usado,3988.0,/inmueble/venta-casa-rionegro-urbanizacion-monteverde-5-habitaciones-4-banos/98-M3956701,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-urbanizacion-monteverde-5-habitaciones-4-banos/98-M3956701
360.0,4,"Casa en Venta, Santa Ana Parte Baja, Rionegro",venta,4,4,3000000000,,,Casa,,,URBANIZACION SAN JOAQUIN,Santa Ana Parte Baja,Rionegro,,5175-M4138232,3158574462,Usado,3526.0,/inmueble/venta-casa-rionegro-urbanizacion-san-joaquin-4-habitaciones-4-banos-4-garajes/5175-M4138232,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-urbanizacion-san-joaquin-4-habitaciones-4-banos-4-garajes/5175-M4138232
57.0,2,"Apartamento en Venta, Barro Blanco, Rionegro",venta,1,2,400000000,280000.0,,Apartamento,,,EL PORVENIR,Barro Blanco,Rionegro,,11714-M3687344,3105080492,Usado,5447.0,/inmueble/venta-apartamento-rionegro-el-porvenir-2-habitaciones-2-banos-1-garajes/11714-M3687344,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-el-porvenir-2-habitaciones-2-banos-1-garajes/11714-M3687344
461.0,5,"Casa en Venta, El Tablazo, Rionegro",venta,0,5,3800000000,970000.0,,Casa,,,EL TABLAZO,El Tablazo,Rionegro,,3267-M4442472,3216199641,Usado,2969.0,/inmueble/venta-casa-rionegro-el-tablazo-5-habitaciones-5-banos/3267-M4442472,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-el-tablazo-5-habitaciones-5-banos/3267-M4442472
1200.0,5,"Casa en Venta, Rionegro, Rionegro",venta,4,5,7000000000,,,Casa,,,BELCHITE,Rionegro,Rionegro,,13297-M4538077,3013077464,Usado,5864.0,/inmueble/venta-casa-rionegro-belchite-5-habitaciones-5-banos-4-garajes/13297-M4538077,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-belchite-5-habitaciones-5-banos-4-garajes/13297-M4538077
420.0,4,"Casa en Venta, Llano Grande, Rionegro",venta,4,4,2400000000,,,Casa,,,LLANO GRANDE,Llano Grande,Rionegro,,5175-50421,3158574462,Usado,3526.0,/inmueble/venta-casa-rionegro-llano-grande-4-habitaciones-4-banos-4-garajes/5175-50421,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-llano-grande-4-habitaciones-4-banos-4-garajes/5175-50421
58.0,2,"Apartamento en Venta, El Porvenir, Rionegro",venta,1,2,350000000,,,Apartamento,,,EL PORVENIR,El Porvenir,Rionegro,,12782-M3568526,3164826325,Usado,5739.0,/inmueble/venta-apartamento-rionegro-el-porvenir-2-habitaciones-2-banos-1-garajes/12782-M3568526,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-el-porvenir-2-habitaciones-2-banos-1-garajes/12782-M3568526
170.0,4,"Casa en Venta, San Antonio De Pereira, Rionegro",venta,1,3,650000000,,,Casa,,,SAN ANTONIO,San Antonio De Pereira,Rionegro,,277-M4487343,3017868436,Usado,4161.0,/inmueble/venta-casa-rionegro-san-antonio-4-habitaciones-3-banos-1-garajes/277-M4487343,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-san-antonio-4-habitaciones-3-banos-1-garajes/277-M4487343
254.0,5,"Casa en Venta, Rionegro, Rionegro",venta,2,3,1522100000,326000.0,,Casa,,,RIONEGRO,Rionegro,Rionegro,,13794-M4460197,3004384437,Usado,5932.0,/inmueble/venta-casa-rionegro-rionegro-5-habitaciones-3-banos-2-garajes/13794-M4460197,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-rionegro-5-habitaciones-3-banos-2-garajes/13794-M4460197
1750.0,4,"Casa en Venta, Rionegro, Rionegro",venta,4,5,2300000000,380000.0,,Casa,,,RIONEGRO,Rionegro,Rionegro,,13794-M4165280,3004384437,Usado,5932.0,/inmueble/venta-casa-rionegro-rionegro-4-habitaciones-5-banos-4-garajes/13794-M4165280,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-rionegro-4-habitaciones-5-banos-4-garajes/13794-M4165280
68.0,3,"Apartamento en Venta, El Porvenir, Rionegro",venta,1,2,460000000,,,Apartamento,,,EL PORVENIR,El Porvenir,Rionegro,,12782-M4135572,3164826325,Usado,5739.0,/inmueble/venta-apartamento-rionegro-el-porvenir-3-habitaciones-2-banos-1-garajes/12782-M4135572,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-el-porvenir-3-habitaciones-2-banos-1-garajes/12782-M4135572
600.0,3,"Casa en Venta, Higueron, Rionegro",venta,2,3,3700000000,,,Casa,,,HIGUERON,Higueron,Rionegro,,5175-M3985407,3158574462,Usado,3526.0,/inmueble/venta-casa-rionegro-higueron-3-habitaciones-3-banos-2-garajes/5175-M3985407,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-higueron-3-habitaciones-3-banos-2-garajes/5175-M3985407
183.0,2,"Casa en Venta, Llanogrande, Rionegro",venta,1,2,920000000,,,Casa,,,LLANOGRANDE,Llanogrande,Rionegro,,15739-M4252929,3104120118,Usado,6418.0,/inmueble/venta-casa-rionegro-llanogrande-2-habitaciones-2-banos-1-garajes/15739-M4252929,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-llanogrande-2-habitaciones-2-banos-1-garajes/15739-M4252929
490.0,4,"Casa en Venta, Rionegro, Rionegro",venta,4,5,2900000000,633000.0,,Casa,,,CENTRO,Rionegro,Rionegro,,13297-M4535277,3013077464,Usado,5864.0,/inmueble/venta-casa-rionegro-centro-4-habitaciones-5-banos-4-garajes/13297-M4535277,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-centro-4-habitaciones-5-banos-4-garajes/13297-M4535277
112.0,5,"Casa en Venta, Barrio Las Torres, Rionegro",venta,2,4,570000000,,,Casa,,,EL PORVENIR,Barrio Las Torres,Rionegro,,15739-M4195391,3104120118,Usado,6418.0,/inmueble/venta-casa-rionegro-el-porvenir-5-habitaciones-4-banos-2-garajes/15739-M4195391,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-el-porvenir-5-habitaciones-4-banos-2-garajes/15739-M4195391
1000.0,4,"Casa en Venta, Llanogrande, Rionegro",venta,4,5,8500000000,1150000.0,,Casa,,,CENTRO,Llanogrande,Rionegro,,13297-M4538084,3013077464,Usado,5864.0,/inmueble/venta-casa-rionegro-centro-4-habitaciones-5-banos-4-garajes/13297-M4538084,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-centro-4-habitaciones-5-banos-4-garajes/13297-M4538084
80.0,3,"Apartamento en Venta, San Antonio, Rionegro",venta,0,2,560000000,,,Apartamento,,,SAN ANTONIO,San Antonio,Rionegro,,15234-M4350819,3206673984,Usado,6327.0,/inmueble/venta-apartamento-rionegro-san-antonio-3-habitaciones-2-banos/15234-M4350819,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-san-antonio-3-habitaciones-2-banos/15234-M4350819
84.0,3,"Apartamento en Venta, Vereda Los Alticos San Antonio De Pereira, Rionegro",venta,1,2,420000000,327000.0,,Apartamento,,,SAN ANTONIO,Vereda Los Alticos San Antonio De Pereira,Rionegro,,15234-M4089923,3206673984,Usado,6327.0,/inmueble/venta-apartamento-rionegro-san-antonio-3-habitaciones-2-banos-1-garajes/15234-M4089923,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-san-antonio-3-habitaciones-2-banos-1-garajes/15234-M4089923
170.0,3,"Casa en Venta, El Porvenir, Rionegro",venta,1,2,500000000,,,Casa,,,EL PORVENIR,El Porvenir,Rionegro,,98-M3773304,3217591978,Usado,3988.0,/inmueble/venta-casa-rionegro-el-porvenir-3-habitaciones-2-banos-1-garajes/98-M3773304,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-el-porvenir-3-habitaciones-2-banos-1-garajes/98-M3773304
1058.0,4,"Casa en Venta, Rionegro, Rionegro",venta,4,4,2210000000,,,Casa,,,RIONEGRO,Rionegro,Rionegro,,11167-M4541485,6043111616,Usado,5198.0,/inmueble/venta-casa-rionegro-rionegro-4-habitaciones-4-banos-4-garajes/11167-M4541485,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-rionegro-4-habitaciones-4-banos-4-garajes/11167-M4541485
79.0,3,"Apartamento en Venta, Rionegro, Rionegro",venta,1,2,420000000,,,Apartamento,,,URBANIZACION RIOGRANDE,Rionegro,Rionegro,,15234-M4107533,3206673984,Usado,6327.0,/inmueble/venta-apartamento-rionegro-urbanizacion-riogrande-3-habitaciones-2-banos-1-garajes/15234-M4107533,https://www.metrocuadrado.com/inmueble/venta-apartamento-rionegro-urbanizacion-riogrande-3-habitaciones-2-banos-1-garajes/15234-M4107533
3500.0,3,"Casa en Venta, Llanogrande, Rionegro",venta,4,4,1490000000,,,Casa,,,LLANOGRANDE,Llanogrande,Rionegro,,11224-M4186361,3103742857,Usado,5225.0,/inmueble/venta-casa-rionegro-llanogrande-3-habitaciones-4-banos-4-garajes/11224-M4186361,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-llanogrande-3-habitaciones-4-banos-4-garajes/11224-M4186361
250.0,5,"Casa en Venta, Rionegro, Rionegro",venta,1,4,580000000,100000.0,,Casa,,,RIONEGRO,Rionegro,Rionegro,,11813-M3937970,3009114162,Usado,5477.0,/inmueble/venta-casa-rionegro-rionegro-5-habitaciones-4-banos-1-garajes/11813-M3937970,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-rionegro-5-habitaciones-4-banos-1-garajes/11813-M3937970
1553.0,3,"Casa en Venta, Llanogrande, Rionegro",venta,2,5,2600000000,,,Casa,,,LLANOGRANDE,Llanogrande,Rionegro,,5136-M4585573,3168859166,Usado,3664.0,/inmueble/venta-casa-rionegro-llanogrande-3-habitaciones-5-banos-2-garajes/5136-M4585573,https://www.metrocuadrado.com/inmueble/venta-casa-rionegro-llanogrande-3-habitaciones-5-banos-2-garajes/5136-M4585573
